      Name       , S_AUROC , S_AUPR , mAUROC_sp_max , mAP_sp_max , mF1_max_sp_max , mAUROC_px , mAP_px , mF1_max_px , mAUPRO_px , mIoU_max_px
    audiojack    , 93.530  , 96.715 ,    87.106     ,   82.788   ,     70.904     ,  98.232   , 28.418 ,   38.148   ,  88.678   ,   23.570
   bottle_cap    , 96.154  , 98.332 ,    93.536     ,   93.205   ,     83.981     ,  99.128   , 23.099 ,   27.787   ,  95.451   ,   16.135
 button_battery  , 87.862  , 92.900 ,    85.565     ,   88.104   ,     81.490     ,  98.439   , 32.097 ,   47.475   ,  86.324   ,   31.126
     end_cap     , 92.617  , 96.060 ,    84.469     ,   86.624   ,     81.616     ,  97.910   , 10.132 ,   17.738   ,  91.485   ,    9.732
     eraser      , 92.806  , 96.359 ,    91.094     ,   88.714   ,     78.975     ,  98.942   , 28.845 ,   35.846   ,  91.958   ,   21.837
    fire_hood    , 85.055  , 91.591 ,    81.839     ,   75.170   ,     68.276     ,  98.633   , 25.533 ,   32.755   ,  88.222   ,   19.585
      mint       , 72.811  , 92.676 ,    72.062     ,   71.905   ,     67.011     ,  94.936   , 15.245 ,   28.424   ,  69.723   ,   16.566
     mounts      , 99.165  , 99.600 ,    88.647     ,   79.434   ,     76.783     ,  99.095   , 30.530 ,   35.244   ,  92.573   ,   21.392
       pcb       , 91.149  , 95.784 ,    88.899     ,   93.457   ,     84.252     ,  98.547   , 34.606 ,   42.188   ,  89.482   ,   26.733
  phone_battery  , 93.936  , 97.131 ,    92.555     ,   90.353   ,     82.454     ,  99.412   , 50.790 ,   49.025   ,  94.696   ,   32.472
   plastic_nut   , 94.400  , 97.167 ,    88.997     ,   83.179   ,     74.135     ,  99.057   , 23.415 ,   29.668   ,  94.155   ,   17.418
  plastic_plug   , 92.607  , 96.388 ,    87.189     ,   83.843   ,     74.174     ,  97.901   , 18.994 ,   27.714   ,  88.743   ,   16.086
 porcelain_doll  , 96.210  , 97.873 ,    83.626     ,   74.590   ,     67.500     ,  97.198   , 20.026 ,   30.567   ,  85.856   ,   18.041
    regulator    , 83.026  , 92.259 ,    75.953     ,   67.615   ,     58.346     ,  96.673   , 19.437 ,   29.863   ,  84.703   ,   17.552
rolled_strip_base, 99.473  , 99.766 ,    99.231     ,   99.611   ,     97.454     ,  99.588   , 28.048 ,   34.106   ,  98.147   ,   20.559
  sim_card_set   , 98.264  , 98.966 ,    96.060     ,   96.247   ,     89.921     ,  97.825   , 36.329 ,   40.279   ,  86.001   ,   25.218
     switch      , 98.616  , 99.425 ,    94.887     ,   96.280   ,     88.889     ,  99.237   , 56.144 ,   56.892   ,  94.440   ,   39.755
      tape       , 99.599  , 99.807 ,    96.932     ,   95.682   ,     88.905     ,  99.456   , 33.331 ,   39.491   ,  96.894   ,   24.604
  terminalblock  , 98.379  , 99.384 ,    96.492     ,   97.121   ,     90.717     ,  99.555   , 29.273 ,   35.335   ,  97.125   ,   21.459
   toothbrush    , 96.360  , 98.114 ,    88.643     ,   89.514   ,     83.190     ,  97.181   , 31.323 ,   38.150   ,  90.199   ,   23.571
       toy       , 93.012  , 96.452 ,    83.575     ,   86.922   ,     81.109     ,  92.234   , 10.273 ,   19.985   ,  84.042   ,   11.102
    toy_brick    , 76.411  , 85.574 ,    73.716     ,   66.699   ,     64.023     ,  96.699   , 17.785 ,   27.513   ,  78.745   ,   15.951
   transistor1   , 98.830  , 99.376 ,    96.075     ,   97.207   ,     91.115     ,  99.004   , 35.719 ,   38.554   ,  94.938   ,   23.880
     u_block     , 98.186  , 99.038 ,    90.274     ,   86.563   ,     77.402     ,  99.066   , 33.464 ,   42.363   ,  92.811   ,   26.874
       usb       , 94.379  , 96.443 ,    93.273     ,   92.959   ,     86.124     ,  99.201   , 31.384 ,   37.482   ,  94.995   ,   23.063
   usb_adaptor   , 94.472  , 97.539 ,    81.189     ,   73.845   ,     68.385     ,  96.086   , 11.697 ,   19.837   ,  78.442   ,   11.010
     vcpill      , 93.769  , 97.077 ,    89.611     ,   88.708   ,     78.940     ,  98.868   , 62.034 ,   61.100   ,  90.312   ,   43.988
  wooden_beads   , 90.016  , 96.247 ,    86.528     ,   86.315   ,     76.784     ,  98.240   , 36.061 ,   42.385   ,  87.129   ,   26.891
    woodstick    , 80.112  , 88.963 ,    80.318     ,   67.680   ,     61.507     ,  97.407   , 31.863 ,   38.734   ,  82.760   ,   24.018
     zipper      , 99.850  , 99.925 ,    99.328     ,   99.610   ,     97.039     ,  99.206   , 57.064 ,   58.548   ,  96.425   ,   41.391
       Avg       , 92.702  , 96.431 ,    88.256     ,   85.998   ,     79.047     ,  98.098   , 30.099 ,   36.773   ,  89.515   ,   23.053
