      Name       , S_AUROC , S_AUPR , mAUROC_sp_max , mAP_sp_max , mF1_max_sp_max , mAUROC_px , mAP_px , mF1_max_px , mAUPRO_px , mIoU_max_px
    audiojack    , 88.399  , 94.697 ,    69.957     ,   51.747   ,     64.021     ,  95.391   , 4.703  ,   9.110    ,  76.113   ,    4.773
   bottle_cap    , 96.242  , 98.381 ,    89.441     ,   88.854   ,     78.947     ,  99.160   , 27.401 ,   32.995   ,  95.723   ,   19.757
 button_battery  , 74.142  , 87.370 ,    71.856     ,   80.099   ,     78.707     ,  95.347   , 22.349 ,   28.253   ,  82.544   ,   16.450
     end_cap     , 74.599  , 87.580 ,    68.624     ,   74.112   ,     76.245     ,  91.353   , 8.801  ,   16.832   ,  77.357   ,    9.190
     eraser      , 80.048  , 91.984 ,    83.877     ,   85.265   ,     75.949     ,  98.851   , 27.793 ,   33.063   ,  93.244   ,   19.805
    fire_hood    , 82.680  , 92.234 ,    80.059     ,   75.754   ,     67.470     ,  98.273   , 18.602 ,   28.702   ,  85.751   ,   16.756
      mint       , 49.740  , 84.115 ,    64.176     ,   61.417   ,     66.078     ,  93.484   , 7.153  ,   13.990   ,  67.473   ,    7.521
     mounts      , 92.443  , 95.434 ,    83.180     ,   73.856   ,     70.588     ,  98.379   , 23.891 ,   31.819   ,  92.771   ,   18.919
       pcb       , 81.708  , 91.385 ,    71.551     ,   81.495   ,     76.573     ,  94.340   , 3.153  ,   7.297    ,  78.975   ,    3.787
  phone_battery  , 93.178  , 96.418 ,    84.070     ,   82.032   ,     72.922     ,  98.406   , 29.089 ,   37.322   ,  91.019   ,   22.942
   plastic_nut   , 90.720  , 95.823 ,    82.647     ,   73.561   ,     66.431     ,  98.509   , 27.364 ,   34.214   ,  92.307   ,   20.638
  plastic_plug   , 79.698  , 90.535 ,    75.685     ,   67.561   ,     63.194     ,  98.685   , 25.471 ,   33.770   ,  93.179   ,   20.315
 porcelain_doll  , 89.052  , 90.104 ,    85.111     ,   74.101   ,     72.653     ,  98.007   , 16.386 ,   25.485   ,  92.724   ,   14.603
    regulator    , 75.120  , 84.259 ,    48.366     ,   28.876   ,     41.830     ,  90.766   , 0.398  ,   1.370    ,  71.584   ,    0.690
rolled_strip_base, 99.592  , 99.811 ,    96.392     ,   98.407   ,     92.486     ,  99.209   , 20.088 ,   27.145   ,  97.574   ,   15.704
  sim_card_set   , 94.333  , 97.456 ,    92.561     ,   93.448   ,     84.916     ,  98.952   , 49.841 ,   50.867   ,  92.566   ,   34.108
     switch      , 91.667  , 95.852 ,    80.537     ,   83.112   ,     76.484     ,  90.444   , 16.102 ,   23.380   ,  83.171   ,   13.238
      tape       , 99.154  , 99.607 ,    94.381     ,   93.912   ,     87.732     ,  99.453   , 38.013 ,   44.829   ,  97.704   ,   28.890
  terminalblock  , 98.478  , 99.406 ,    89.017     ,   89.202   ,     86.183     ,  99.052   , 23.978 ,   29.571   ,  96.439   ,   17.351
   toothbrush    , 86.111  , 92.857 ,    77.763     ,   80.894   ,     76.613     ,  95.000   , 20.431 ,   27.224   ,  84.122   ,   15.757
       toy       , 81.375  , 88.511 ,    69.315     ,   77.115   ,     74.340     ,  92.204   , 9.039  ,   16.756   ,  78.866   ,    9.144
    toy_brick    , 68.375  , 75.547 ,    61.304     ,   57.581   ,     64.940     ,  95.474   , 9.235  ,   16.419   ,  80.857   ,    8.944
   transistor1   , 97.708  , 98.922 ,    94.716     ,   96.310   ,     89.552     ,  99.074   , 30.865 ,   34.235   ,  95.613   ,   20.653
     u_block     , 82.526  , 91.760 ,    78.724     ,   70.211   ,     62.326     ,  99.155   , 27.373 ,   32.563   ,  95.912   ,   19.448
       usb       , 77.124  , 85.612 ,    77.512     ,   73.545   ,     69.565     ,  97.161   , 16.473 ,   26.667   ,  87.883   ,   15.385
   usb_adaptor   , 83.776  , 92.755 ,    69.740     ,   64.958   ,     59.763     ,  96.943   , 11.416 ,   19.969   ,  84.040   ,   11.092
     vcpill      , 81.280  , 91.322 ,    75.132     ,   74.854   ,     65.409     ,  97.451   , 29.947 ,   38.969   ,  87.002   ,   24.199
  wooden_beads   , 79.592  , 91.468 ,    85.045     ,   82.294   ,     75.758     ,  97.141   , 27.187 ,   32.699   ,  86.608   ,   19.545
    woodstick    , 76.280  , 88.323 ,    76.352     ,   63.840   ,     59.459     ,  95.035   , 18.575 ,   24.863   ,  79.603   ,   14.197
     zipper      , 99.920  , 99.960 ,    96.790     ,   98.093   ,     93.512     ,  98.758   , 53.462 ,   54.608   ,  95.926   ,   37.559
       Avg       , 84.835  , 92.316 ,    79.129     ,   76.550   ,     73.022     ,  96.649   , 21.486 ,   27.833   ,  87.155   ,   16.712
