      Name       , S_AUROC , S_AUPR , mAUROC_sp_max , mAP_sp_max , mF1_max_sp_max , mAUROC_px , mAP_px , mF1_max_px , mAUPRO_px , mIoU_max_px
    audiojack    , 82.925  , 85.237 ,    74.454     ,   57.355   ,     64.881     ,  96.803   , 10.488 ,   23.283   ,  81.824   ,   13.175
   bottle_cap    , 93.096  , 96.869 ,    87.372     ,   87.260   ,     77.397     ,  98.523   , 20.496 ,   28.537   ,  92.024   ,   16.643
 button_battery  , 77.737  , 89.298 ,    75.502     ,   83.913   ,     79.406     ,  97.133   , 46.772 ,   49.010   ,  82.280   ,   32.459
     end_cap     , 73.117  , 81.299 ,    71.010     ,   75.464   ,     74.134     ,  92.275   , 4.232  ,   11.922   ,  77.372   ,    6.339
     eraser      , 77.764  , 88.324 ,    85.216     ,   81.367   ,     74.074     ,  97.987   , 21.055 ,   30.549   ,  89.056   ,   18.028
    fire_hood    , 73.640  , 85.729 ,    72.913     ,   63.727   ,     59.231     ,  97.899   , 16.165 ,   26.171   ,  80.945   ,   15.055
      mint       , 79.731  , 94.555 ,    72.125     ,   74.703   ,     67.355     ,  95.462   , 22.421 ,   33.410   ,  70.607   ,   20.056
     mounts      , 88.971  , 94.749 ,    87.533     ,   81.314   ,     75.333     ,  98.621   , 24.207 ,   35.219   ,  92.801   ,   21.373
       pcb       , 81.292  , 89.426 ,    71.288     ,   80.438   ,     75.897     ,  92.687   , 7.432  ,   16.679   ,  70.719   ,    9.098
  phone_battery  , 77.900  , 85.342 ,    83.496     ,   80.134   ,     73.239     ,  97.816   , 12.580 ,   23.537   ,  87.869   ,   13.338
   plastic_nut   , 82.400  , 90.734 ,    76.700     ,   67.937   ,     63.538     ,  97.034   , 19.840 ,   28.153   ,  84.254   ,   16.382
  plastic_plug   , 87.214  , 93.842 ,    75.691     ,   70.584   ,     64.220     ,  96.962   , 20.053 ,   26.572   ,  84.619   ,   15.322
 porcelain_doll  , 75.286  , 82.037 ,    81.227     ,   66.006   ,     68.013     ,  95.693   , 9.505  ,   17.451   ,  82.871   ,    9.560
    regulator    , 52.764  , 73.810 ,    48.352     ,   25.130   ,     41.949     ,  88.078   , 1.090  ,   5.080    ,  59.521   ,    2.606
rolled_strip_base, 88.031  , 93.993 ,    88.755     ,   94.027   ,     89.591     ,  98.951   , 15.778 ,   26.233   ,  95.458   ,   15.096
  sim_card_set   , 89.917  , 95.025 ,    91.693     ,   92.231   ,     84.184     ,  98.434   , 39.449 ,   39.204   ,  89.075   ,   24.381
     switch      , 88.358  , 94.221 ,    80.236     ,   84.049   ,     74.439     ,  97.230   , 43.855 ,   51.523   ,  80.759   ,   34.701
      tape       , 85.500  , 91.347 ,    87.869     ,   82.580   ,     77.670     ,  98.272   , 26.794 ,   34.777   ,  92.711   ,   21.049
  terminalblock  , 40.064  , 64.892 ,    71.420     ,   66.457   ,     78.038     ,  98.077   , 7.377  ,   13.837   ,  91.232   ,    7.433
   toothbrush    , 92.443  , 96.700 ,    82.614     ,   86.031   ,     79.482     ,  94.221   , 22.949 ,   31.453   ,  80.507   ,   18.662
       toy       , 79.458  , 86.413 ,    71.897     ,   78.337   ,     74.048     ,  88.716   , 10.670 ,   19.560   ,  74.402   ,   10.840
    toy_brick    , 76.583  , 84.569 ,    65.404     ,   62.332   ,     65.455     ,  93.750   , 11.518 ,   18.425   ,  64.554   ,   10.147
   transistor1   , 86.375  , 92.047 ,    83.539     ,   87.353   ,     79.050     ,  97.319   , 24.868 ,   27.466   ,  89.690   ,   15.919
     u_block     , 93.707  , 96.889 ,    83.248     ,   76.180   ,     68.224     ,  98.179   , 27.128 ,   34.803   ,  91.145   ,   21.067
       usb       , 81.658  , 87.815 ,    78.727     ,   74.656   ,     69.792     ,  96.246   , 15.721 ,   28.029   ,  86.747   ,   16.299
   usb_adaptor   , 91.063  , 96.123 ,    73.087     ,   69.677   ,     62.921     ,  94.655   , 11.002 ,   21.160   ,  72.412   ,   11.832
     vcpill      , 90.080  , 95.326 ,    86.536     ,   86.344   ,     75.862     ,  98.556   , 47.828 ,   52.321   ,  88.605   ,   35.429
  wooden_beads   , 85.629  , 94.808 ,    83.377     ,   82.206   ,     74.194     ,  97.866   , 28.833 ,   34.682   ,  85.613   ,   20.979
    woodstick    , 81.800  , 88.088 ,    78.631     ,   61.960   ,     62.185     ,  93.802   , 21.649 ,   23.616   ,  77.217   ,   13.389
     zipper      , 98.880  , 99.437 ,    97.315     ,   98.130   ,     94.667     ,  97.739   , 36.972 ,   41.041   ,  90.675   ,   25.818
       Avg       , 81.779  , 89.631 ,    78.908     ,   75.929   ,     72.282     ,  96.166   , 20.957 ,   28.457   ,  82.919   ,   17.083
